Phenophase,State_name,Valid Observations (Accuracy),False Positive Rate,False Negative Rate,Total Observations
Flowers_Female,Andaman and Nicobar Islands,0.8910091480846197,0.09891366495140076,0.010077186963979365,198
Flowers_Female,Andhra Pradesh,0.3333333333333333,0.1111111111111111,0.0,16
Flowers_Female,Assam,0.341304347826087,0.05869565217391304,0.0,27
Flowers_Female,Bihar,0.5599999999999999,0.0,0.04,14
Flowers_Female,Chandigarh,0.0,0.0,0.0,0
Flowers_Female,Chhattisgarh,0.4824561403508772,0.0175438596491228,0.0,26
Flowers_Female,Dadra and Nagar Haveli,0.0,0.0,0.0,0
Flowers_Female,Delhi,0.25,0.0,0.0,11
Flowers_Female,Goa,0.8184123847167326,0.12921607378129116,0.05237154150197627,309
Flowers_Female,Gujarat,0.6666666666666666,0.0,0.0,38
Flowers_Female,Haryana,0.5,0.0,0.0,8
Flowers_Female,Himachal Pradesh,0.375,0.0,0.0,5
Flowers_Female,Jammu and Kashmir,0.0,0.0,0.0,0
Flowers_Female,Jharkhand,0.27777777777777773,0.2222222222222222,0.0,7
Flowers_Female,Karnataka,0.49828645317367126,0.15696728779435543,0.011412925698639966,346
Flowers_Female,Kerala,0.6007974103382797,0.14556223951685357,0.031418127922644465,35011
Flowers_Female,Lakshadweep,0.0,0.0,0.0,0
Flowers_Female,Madhya Pradesh,0.7676497674764339,0.08491433508766866,0.004578754578754557,1277
Flowers_Female,Maharashtra,0.7478813559322034,0.0,0.0021186440677966,183
Flowers_Female,Manipur,0.0,0.0,0.0,0
Flowers_Female,Meghalaya,0.5833333333333334,0.08333333333333333,0.0,10
Flowers_Female,Nagaland,1.0,0.0,0.0,28
Flowers_Female,Odisha,0.6514685792349727,0.015198087431693983,0.0,334
Flowers_Female,Puducherry,0.10675381263616558,0.0021786492374727667,0.0021786492374727667,51
Flowers_Female,Punjab,0.125,0.0,0.0,7
Flowers_Female,Rajasthan,0.8333333333333334,0.0,0.0,68
