Lat,Long,Species_name,State_name,Avg_Leaves_fresh_pre_2020,Avg_Flowers_bud_pre_2020,Avg_Fruits_ripe_pre_2020,Avg_Leaves_fresh_post_2020,Avg_Flowers_bud_post_2020,Avg_Fruits_ripe_post_2020,Change_Leaves_fresh,Change_Flowers_bud,Change_Fruits_ripe
10.86145,76.49393,Quickstick-Gliricidia sepium,Kerala,2.0,0.0,0.0,,,,,,
10.86145,76.49393,Teak-Tectona grandis,Kerala,0.0,0.0,1.0,,,,,,
10.86199,76.28221,Guava tree-Psidium guajava,Kerala,2.0,-2.0,1.0,,,,,,
10.86202,76.50188,Chiku Sapodilla-Manilkara zapota,Kerala,1.0,1.0,2.0,,,,,,
10.86202,76.50188,Coconut palm-Cocos nucifera,Kerala,0.5,1.0,1.5,,,,,,
10.86202,76.50188,Drumstick tree-Moringa oleifera,Kerala,1.0,0.0,0.0,,,,,,
10.86202,76.50188,Guava tree-Psidium guajava,Kerala,2.0,0.5,0.5,,,,,,
10.86202,76.50188,Indian Almond-Terminalia catappa,Kerala,1.0,0.5,0.5,,,,,,
10.86202,76.50188,Indian Laburnum-Cassia fistula,Kerala,0.0,0.0,1.0,,,,,,
10.86202,76.50188,Jackfruit-Artocarpus heterophyllus,Kerala,2.0,-2.0,0.0,,,,,,
10.86202,76.50188,Mango (all varieties)-Mangifera indica,Kerala,2.0,0.0,0.0,,,,,,
10.86202,76.50188,Neem-Azadirachta indica,Kerala,1.0,0.0,0.0,,,,,,
10.86202,76.50188,Purple Bauhinia-Bauhinia purpurea,Kerala,1.5,1.0,0.5,,,,,,
10.86202,76.50188,Quickstick-Gliricidia sepium,Kerala,1.75,0.0,0.0,,,,,,
10.86202,76.50188,Tamarind-Tamarindus indica,Kerala,1.0,0.0,1.0,,,,,,
10.86207,76.28267,Jackfruit-Artocarpus heterophyllus,Kerala,1.0,-2.0,0.0,,,,,,
10.86237,76.49774,Drumstick tree-Moringa oleifera,Kerala,2.0,0.0,0.0,,,,,,
10.86237,76.49774,Gulmohur-Delonix regia,Kerala,0.0,0.0,0.0,,,,,,
10.86237,76.49774,Indian Almond-Terminalia catappa,Kerala,0.0,0.0,0.0,,,,,,
10.86237,76.49774,Indian Laburnum-Cassia fistula,Kerala,2.0,0.0,0.0,,,,,,
10.86237,76.49774,Jackfruit-Artocarpus heterophyllus,Kerala,2.0,0.0,0.0,,,,,,
10.86237,76.49774,Neem-Azadirachta indica,Kerala,2.0,0.0,0.0,,,,,,
10.86237,76.49774,Purple Bauhinia-Bauhinia purpurea,Kerala,2.0,2.0,1.0,,,,,,
10.86262,76.39042,Mango (all varieties)-Mangifera indica,Kerala,1.0,2.0,0.0,,,,,,
10.86262,76.39042,Tamarind-Tamarindus indica,Kerala,1.0,0.0,1.0,,,,,,
10.86303,76.51177,Guava tree-Psidium guajava,Kerala,1.0,0.0,1.0,,,,,,
10.86303,76.51177,Mango (all varieties)-Mangifera indica,Kerala,1.0,0.0,0.0,,,,,,
10.86303,76.51177,Peepal-Ficus religiosa,Kerala,2.0,-2.0,0.0,,,,,,
10.86303,76.51177,Tamarind-Tamarindus indica,Kerala,1.0,0.0,1.0,,,,,,
10.86303,76.51177,Teak-Tectona grandis,Kerala,0.0,0.0,1.0,,,,,,
10.86365,76.39122,Jackfruit-Artocarpus heterophyllus,Kerala,1.0,-2.0,0.0,,,,,,
10.86387,76.48778,Coconut palm-Cocos nucifera,Kerala,1.0,0.0,1.0,,,,,,
10.86387,76.48778,Guava tree-Psidium guajava,Kerala,2.0,1.0,1.0,,,,,,
10.86387,76.48778,Indian Laburnum-Cassia fistula,Kerala,2.0,0.0,0.0,,,,,,
10.86387,76.48778,Neem-Azadirachta indica,Kerala,2.0,0.0,0.0,,,,,,
10.86387,76.48778,Purple Bauhinia-Bauhinia purpurea,Kerala,2.0,2.0,1.0,,,,,,
10.86394,76.48791,Coconut palm-Cocos nucifera,Kerala,2.0,0.0,0.0,,,,,,
10.86394,76.48791,Jackfruit-Artocarpus heterophyllus,Kerala,1.0,0.0,0.0,,,,,,
10.86515,76.48285,Drumstick tree-Moringa oleifera,Kerala,2.0,0.0,0.0,,,,,,
10.86515,76.48285,Guava tree-Psidium guajava,Kerala,2.0,1.0,1.0,,,,,,
10.86525,76.48101,Mango (all varieties)-Mangifera indica,Kerala,1.0,0.0,1.0,,,,,,
10.86525,76.48101,Neem-Azadirachta indica,Kerala,1.0,-2.0,0.0,,,,,,
10.86525,76.48101,Teak-Tectona grandis,Kerala,1.0,0.0,0.0,,,,,,
10.86615,76.49679,Devil's Tree-Alstonia scholaris,Kerala,1.0,-1.0,-2.0,,,,,,
10.86629,76.50102,Chandada-Macaranga peltata,Kerala,0.0,0.0,0.0,,,,,,
10.86629,76.50102,Chiku Sapodilla-Manilkara zapota,Kerala,1.0,0.3333333333333333,0.6666666666666666,,,,,,
10.86629,76.50102,Coconut palm-Cocos nucifera,Kerala,0.4,-0.2,1.4,,,,,,
10.86629,76.50102,Drumstick tree-Moringa oleifera,Kerala,1.0,0.0,0.0,,,,,,
10.86629,76.50102,Guava tree-Psidium guajava,Kerala,1.0,1.0,0.0,,,,,,
10.86629,76.50102,Indian Almond-Terminalia catappa,Kerala,0.0,-1.0,1.0,,,,,,
10.86629,76.50102,Jackfruit-Artocarpus heterophyllus,Kerala,1.0,-1.3333333333333333,0.0,,,,,,
10.86629,76.50102,Mango (all varieties)-Mangifera indica,Kerala,1.0,0.0,0.0,,,,,,
10.86629,76.50102,Neem-Azadirachta indica,Kerala,1.0,0.0,0.0,,,,,,
10.86629,76.50102,Quickstick-Gliricidia sepium,Kerala,2.0,-1.0,-1.0,,,,,,
10.86629,76.50102,Tamarind-Tamarindus indica,Kerala,1.5,0.0,1.0,,,,,,
10.86629,76.50102,Teak-Tectona grandis,Kerala,-0.5,0.5,0.25,,,,,,
10.86689,76.50966,Coconut palm-Cocos nucifera,Kerala,1.0,0.0,2.0,,,,,,
10.86706,76.39165,Devil's Tree-Alstonia scholaris,Kerala,1.0,0.0,0.0,,,,,,
10.86706,76.39165,Neem-Azadirachta indica,Kerala,2.0,0.0,0.0,,,,,,
10.86706,76.39165,Tamarind-Tamarindus indica,Kerala,1.0,0.0,1.0,,,,,,
10.86919,76.5152,Indian Laburnum-Cassia fistula,Kerala,0.0,0.0,1.0,,,,,,
10.8692,76.51521,Chiku Sapodilla-Manilkara zapota,Kerala,1.0,0.0,1.0,,,,,,
10.8692,76.51521,Jackfruit-Artocarpus heterophyllus,Kerala,1.0,-2.0,0.0,,,,,,
10.8692,76.51521,Wood Apple-Aegle marmelos,Kerala,1.0,1.0,1.0,,,,,,
10.86928,76.50416,Jackfruit-Artocarpus heterophyllus,Kerala,1.0,-2.0,0.0,,,,,,
10.87026,76.50087,Coconut palm-Cocos nucifera,Kerala,0.3333333333333333,0.0,1.3333333333333333,,,,,,
10.87026,76.50087,Purple Bauhinia-Bauhinia purpurea,Kerala,1.0,0.0,1.0,,,,,,
10.87039,76.52622,Chandada-Macaranga peltata,Kerala,0.0,0.0,0.0,,,,,,
10.8712,76.14731,Mango (all varieties)-Mangifera indica,Kerala,1.375,1.125,0.25,,,,,,
10.8712,76.14731,Teak-Tectona grandis,Kerala,0.25,0.0,0.25,,,,,,
10.8712,76.14736,Amla-Phyllanthus emblica,Kerala,1.1538461538461537,0.0,0.3076923076923077,,,,,,
10.8712,76.14736,Chandada-Macaranga peltata,Kerala,1.3333333333333333,0.0,0.0,,,,,,
10.8712,76.14736,Gamar-Gmelina arborea,Kerala,0.84,0.0,0.0,,,,,,
10.8712,76.14736,Indian Coral-Erythrina indica,Kerala,0.7777777777777778,0.2222222222222222,0.0,,,,,,
10.8712,76.14736,Indian Laburnum-Cassia fistula,Kerala,0.5833333333333334,0.3888888888888889,0.5555555555555556,,,,,,
10.8712,76.14736,Jackfruit-Artocarpus heterophyllus,Kerala,0.8043478260869565,0.5434782608695652,0.6304347826086957,,,,,,
10.8712,76.14736,Jamun-Syzygium cumini,Kerala,0.8888888888888888,0.0,0.0,,,,,,
10.8712,76.14736,Mango (all varieties)-Mangifera indica,Kerala,1.0740740740740742,0.2222222222222222,0.2222222222222222,,,,,,
10.8712,76.14736,Peepal-Ficus religiosa,Kerala,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,,
10.8712,76.14736,Pongam Tree-Pongamia pinnata,Kerala,0.9714285714285714,0.2571428571428571,0.0,,,,,,
10.8712,76.14736,Pride of India-Lagerstroemia speciosa,Kerala,0.9473684210526315,0.5789473684210527,0.7894736842105263,,,,,,
10.8712,76.14736,Purple Bauhinia-Bauhinia purpurea,Kerala,1.0,1.1111111111111112,0.4444444444444444,,,,,,
10.8712,76.14736,Rain tree-Albizia saman,Kerala,0.7777777777777778,0.5555555555555556,0.4444444444444444,,,,,,
10.8712,76.14736,Tamarind-Tamarindus indica,Kerala,0.68,0.28,1.08,,,,,,
10.8712,76.14736,Teak-Tectona grandis,Kerala,0.7735849056603774,0.09433962264150944,0.5094339622641509,,,,,,
10.87135,76.5293,Chandada-Macaranga peltata,Kerala,0.0,0.0,0.0,,,,,,
10.87135,76.5293,Teak-Tectona grandis,Kerala,2.0,0.0,1.0,,,,,,
10.87148,76.39093,Neem-Azadirachta indica,Kerala,2.0,0.0,0.0,,,,,,
10.87165,76.20434,Pongam Tree-Pongamia pinnata,Kerala,1.0,0.0,0.0,,,,,,
10.87196,76.5009,Jackfruit-Artocarpus heterophyllus,Kerala,0.5,-1.0,0.0,,,,,,
10.87196,76.5009,Mango (all varieties)-Mangifera indica,Kerala,1.0,0.0,0.0,,,,,,
10.87196,76.5009,Quickstick-Gliricidia sepium,Kerala,-1.0,1.0,0.0,,,,,,
10.87236,76.66612,Amla-Phyllanthus emblica,Kerala,0.6388888888888888,0.2777777777777778,1.2222222222222223,1.0625,0.5625,0.90625,0.42361111111111116,0.2847222222222222,-0.3159722222222223
10.87483,75.93233,Coconut palm-Cocos nucifera,Kerala,2.0,0.0,0.0,,,,,,
10.87483,75.93233,Drumstick tree-Moringa oleifera,Kerala,2.0,0.0,0.0,,,,,,
10.87483,75.93233,Purple Bauhinia-Bauhinia purpurea,Kerala,2.0,2.0,1.0,,,,,,
10.87499,75.93326,Guava tree-Psidium guajava,Kerala,2.0,1.0,1.0,,,,,,
10.87512,76.45052,Teak-Tectona grandis,Kerala,2.0,0.0,0.0,,,,,,
10.87519,76.50102,Coconut palm-Cocos nucifera,Kerala,1.0,-0.6666666666666666,0.6666666666666666,,,,,,
10.87519,76.50102,Indian Almond-Terminalia catappa,Kerala,-1.0,0.0,0.0,,,,,,
10.87519,76.50102,Jackfruit-Artocarpus heterophyllus,Kerala,0.0,-2.0,-2.0,,,,,,
10.87519,76.50102,Mango (all varieties)-Mangifera indica,Kerala,1.0,-2.0,-2.0,,,,,,
10.87519,76.50102,Tamarind-Tamarindus indica,Kerala,1.0,-2.0,-2.0,,,,,,
10.87601,75.9319,Jackfruit-Artocarpus heterophyllus,Kerala,2.0,-2.0,0.0,,,,,,
10.87632,76.14639,Mango (all varieties)-Mangifera indica,Kerala,1.1428571428571428,0.8571428571428571,0.42857142857142855,,,,,,
10.87643,76.50381,Mango (all varieties)-Mangifera indica,Kerala,1.0,0.0,0.0,,,,,,
10.87662,76.39401,Coconut palm-Cocos nucifera,Kerala,1.0,1.0,1.0,,,,,,
10.87662,76.39401,Gulmohur-Delonix regia,Kerala,1.0,2.0,0.0,,,,,,
10.87834,76.45411,Mango (all varieties)-Mangifera indica,Kerala,1.0,0.0,0.0,,,,,,
10.87969,76.50052,Neem-Azadirachta indica,Kerala,2.0,-2.0,-2.0,,,,,,
10.88012,76.42052,Amla-Phyllanthus emblica,Kerala,1.0,0.0,0.0,,,,,,
10.88012,76.42052,Coconut palm-Cocos nucifera,Kerala,0.3333333333333333,0.6666666666666666,0.3333333333333333,,,,,,
10.88012,76.42052,Drumstick tree-Moringa oleifera,Kerala,2.0,-1.0,-1.0,,,,,,
10.88012,76.42052,Guava tree-Psidium guajava,Kerala,2.0,-2.0,-2.0,,,,,,
10.88012,76.42052,Jackfruit-Artocarpus heterophyllus,Kerala,0.0,-2.0,0.0,,,,,,
10.88033,76.3964,Coconut palm-Cocos nucifera,Kerala,1.0,1.0,1.0,,,,,,
10.88033,76.3964,Gulmohur-Delonix regia,Kerala,1.0,0.0,0.0,,,,,,
10.88033,76.3964,Jackfruit-Artocarpus heterophyllus,Kerala,1.0,-2.0,0.0,,,,,,
10.88047,76.42283,Indian Laburnum-Cassia fistula,Kerala,0.0,0.0,2.0,,,,,,
10.88139,76.31073,Jackfruit-Artocarpus heterophyllus,Kerala,1.75,0.75,0.25,,,,,,
10.88139,76.31073,Teak-Tectona grandis,Kerala,1.0,2.0,1.0,,,,,,
10.88139,76.31074,Maulsari-Mimusops elengi,Kerala,1.5,0.0,0.0,,,,,,
10.8814,76.31074,Amla-Phyllanthus emblica,Kerala,1.5,-0.5,0.5,,,,,,
10.8814,76.31074,Indian Laburnum-Cassia fistula,Kerala,0.75,0.25,1.0,,,,,,
10.8814,76.31074,Pongam Tree-Pongamia pinnata,Kerala,1.6666666666666667,1.0,0.3333333333333333,,,,,,
10.8814,76.31075,Mango (all varieties)-Mangifera indica,Kerala,0.9166666666666666,0.4166666666666667,0.0,,,,,,
10.88146,76.42666,Neem-Azadirachta indica,Kerala,1.0,0.0,0.0,,,,,,
10.88148,76.34636,Indian Laburnum-Cassia fistula,Kerala,2.0,2.0,-2.0,,,,,,
10.88162,76.41748,Guava tree-Psidium guajava,Kerala,2.0,-2.0,-2.0,,,,,,
10.88174,76.31861,Devil's Tree-Alstonia scholaris,Kerala,1.0,1.0,0.0,,,,,,
10.88174,76.31861,Mango (all varieties)-Mangifera indica,Kerala,1.0,0.0,0.0,,,,,,
10.88213,76.31088,Devil's Tree-Alstonia scholaris,Kerala,1.6666666666666667,-0.3333333333333333,0.0,,,,,,
10.88213,76.31088,Indian Laburnum-Cassia fistula,Kerala,1.0,0.0,0.0,,,,,,
10.88213,76.31088,Mango (all varieties)-Mangifera indica,Kerala,2.0,1.0,0.0,,,,,,
10.88213,76.31088,Purple Bauhinia-Bauhinia purpurea,Kerala,1.0,1.0,0.5,,,,,,
10.88213,76.31088,Red Silk Cotton-Bombax ceiba,Kerala,0.75,0.0,0.0,,,,,,
10.88304,76.53006,Coconut palm-Cocos nucifera,Kerala,1.0,2.0,2.0,,,,,,
10.88304,76.53006,Drumstick tree-Moringa oleifera,Kerala,1.0,0.0,0.0,,,,,,
10.88304,76.53006,Jackfruit-Artocarpus heterophyllus,Kerala,1.0,0.0,0.0,,,,,,
10.88304,76.53006,Mango (all varieties)-Mangifera indica,Kerala,2.0,0.0,0.0,,,,,,
10.88304,76.53006,Neem-Azadirachta indica,Kerala,0.0,0.0,0.0,,,,,,
10.88304,76.53006,Teak-Tectona grandis,Kerala,1.0,0.0,1.0,,,,,,
10.88326,76.43181,Chandada-Macaranga peltata,Kerala,1.0,0.0,0.0,,,,,,
10.88326,76.43181,Devil's Tree-Alstonia scholaris,Kerala,0.0,0.0,0.0,,,,,,
10.88326,76.43181,Indian Almond-Terminalia catappa,Kerala,1.0,0.0,0.0,,,,,,
10.88326,76.43181,Jackfruit-Artocarpus heterophyllus,Kerala,1.0,0.5,0.0,,,,,,
10.88326,76.43181,Quickstick-Gliricidia sepium,Kerala,1.0,0.0,0.0,,,,,,
10.88326,76.43181,Tamarind-Tamarindus indica,Kerala,0.5,0.0,0.0,,,,,,
10.88351,76.43522,Devil's Tree-Alstonia scholaris,Kerala,0.0,0.0,0.0,,,,,,
10.88477,76.40114,Indian Laburnum-Cassia fistula,Kerala,2.0,2.0,0.0,,,,,,
10.8848,76.42807,Mango (all varieties)-Mangifera indica,Kerala,0.0,0.0,0.0,,,,,,
10.88483,76.3287,Coconut palm-Cocos nucifera,Kerala,1.0,1.0,2.0,,,,,,
10.88483,76.3287,Guava tree-Psidium guajava,Kerala,1.0,0.0,0.0,,,,,,
10.88483,76.3287,Gulmohur-Delonix regia,Kerala,0.0,0.0,0.0,,,,,,
10.88483,76.3287,Neem-Azadirachta indica,Kerala,1.0,0.0,0.0,,,,,,
10.88489,76.33112,Jackfruit-Artocarpus heterophyllus,Kerala,1.0,0.0,0.0,,,,,,
10.88489,76.33112,Mango (all varieties)-Mangifera indica,Kerala,1.0,0.0,0.0,,,,,,
10.88523,76.33338,Gulmohur-Delonix regia,Kerala,0.0,0.0,0.0,,,,,,
10.88523,76.33338,Mango (all varieties)-Mangifera indica,Kerala,0.0,1.0,0.0,,,,,,
10.88612,76.34522,Gulmohur-Delonix regia,Kerala,1.0,0.0,0.0,,,,,,
10.88612,76.34522,Mango (all varieties)-Mangifera indica,Kerala,1.0,0.0,0.0,,,,,,
10.887,76.37307,Purple Bauhinia-Bauhinia purpurea,Kerala,1.0,1.0,1.0,,,,,,
10.88734,76.3683,Gulmohur-Delonix regia,Kerala,1.0,0.0,0.0,,,,,,
10.88734,76.3683,Indian Laburnum-Cassia fistula,Kerala,1.0,0.0,0.0,,,,,,
10.88734,76.3683,Tamarind-Tamarindus indica,Kerala,2.0,0.0,0.0,,,,,,
10.8874,76.36023,Indian Laburnum-Cassia fistula,Kerala,1.0,0.0,0.0,,,,,,
10.88741,76.37058,Jackfruit-Artocarpus heterophyllus,Kerala,1.0,0.0,0.0,,,,,,
10.88746,76.36586,Coconut palm-Cocos nucifera,Kerala,1.0,1.0,1.0,,,,,,
10.88746,76.36586,Jackfruit-Artocarpus heterophyllus,Kerala,1.0,-2.0,0.0,,,,,,
10.88746,76.36586,Teak-Tectona grandis,Kerala,0.0,0.0,2.0,,,,,,
10.88788,76.09031,Indian Laburnum-Cassia fistula,Kerala,1.0909090909090908,0.09090909090909091,0.0,,,,,,
10.88788,76.09031,Mango (all varieties)-Mangifera indica,Kerala,2.0,1.7777777777777777,1.7777777777777777,,,,,,
10.88788,76.09031,Tamarind-Tamarindus indica,Kerala,1.8333333333333333,0.0,0.3333333333333333,,,,,,
10.88788,76.09031,True Ashoka-Saraca asoca,Kerala,2.0,1.625,0.0,,,,,,
10.88793,76.40149,Devil's Tree-Alstonia scholaris,Kerala,1.0,0.0,0.0,,,,,,
10.88793,76.40149,Gulmohur-Delonix regia,Kerala,1.0,0.0,0.0,,,,,,
10.88793,76.40149,Mango (all varieties)-Mangifera indica,Kerala,0.0,0.0,0.0,,,,,,
10.88818,76.43018,Mango (all varieties)-Mangifera indica,Kerala,1.0,1.0,0.0,,,,,,
10.88831,76.35664,Devil's Tree-Alstonia scholaris,Kerala,1.0,1.0,0.0,,,,,,
10.88831,76.35664,Mango (all varieties)-Mangifera indica,Kerala,1.0,0.0,0.0,,,,,,
10.88831,76.35664,Red Silk Cotton-Bombax ceiba,Kerala,1.0,1.0,0.0,,,,,,
10.88869,76.50783,Teak-Tectona grandis,Kerala,1.0,0.0,2.0,,,,,,
10.88966,76.51533,Coconut palm-Cocos nucifera,Kerala,0.0,-2.0,0.0,,,,,,
10.88966,76.51533,Indian Laburnum-Cassia fistula,Kerala,-1.0,-2.0,-2.0,,,,,,
10.88966,76.51533,Jackfruit-Artocarpus heterophyllus,Kerala,1.0,-2.0,-1.0,,,,,,
10.88966,76.51533,Mango (all varieties)-Mangifera indica,Kerala,2.0,-2.0,-2.0,,,,,,
10.88966,76.51533,Tamarind-Tamarindus indica,Kerala,-1.0,-2.0,-2.0,,,,,,
10.88966,76.51533,Teak-Tectona grandis,Kerala,0.0,-2.0,-2.0,,,,,,
10.89026,76.3802,Coconut palm-Cocos nucifera,Kerala,1.0,1.5,1.0,,,,,,
10.89026,76.3802,Gulmohur-Delonix regia,Kerala,1.0,0.0,0.0,,,,,,
10.89026,76.3802,Mango (all varieties)-Mangifera indica,Kerala,0.5,0.5,0.0,,,,,,
10.89078,76.48767,Coconut palm-Cocos nucifera,Kerala,-2.0,-2.0,1.0,,,,,,
10.89102,76.49608,Custard apple-Annona squamosa,Kerala,1.0,0.0,1.0,,,,,,
10.89102,76.49608,Drumstick tree-Moringa oleifera,Kerala,1.0,1.0,0.0,,,,,,
10.89102,76.49608,Guava tree-Psidium guajava,Kerala,2.0,1.0,1.0,,,,,,
10.89102,76.49608,Jackfruit-Artocarpus heterophyllus,Kerala,1.0,-2.0,0.0,,,,,,
10.89102,76.49608,Neem-Azadirachta indica,Kerala,2.0,-1.0,-1.0,,,,,,
10.89102,76.49608,Tamarind-Tamarindus indica,Kerala,1.0,-1.0,1.0,,,,,,
10.89154,76.13723,Mango (all varieties)-Mangifera indica,Kerala,0.0,0.0,0.0,,,,,,
10.89184,76.38518,Coconut palm-Cocos nucifera,Kerala,1.0,1.0,1.0,,,,,,
10.89184,76.38518,Custard apple-Annona squamosa,Kerala,1.0,1.0,1.0,,,,,,
10.89184,76.38518,Mango (all varieties)-Mangifera indica,Kerala,1.0,0.0,0.0,,,,,,
10.89219,76.40198,Coconut palm-Cocos nucifera,Kerala,1.0,-1.0,2.0,,,,,,
10.89285,76.39503,Teak-Tectona grandis,Kerala,0.0,0.0,1.0,,,,,,
10.89356,76.39297,Coconut palm-Cocos nucifera,Kerala,1.0,2.0,1.0,,,,,,
10.89356,76.39297,Mango (all varieties)-Mangifera indica,Kerala,0.0,1.0,0.0,,,,,,
10.89406,76.38754,Tamarind-Tamarindus indica,Kerala,1.0,0.0,0.0,,,,,,
10.89488,76.49419,Indian Laburnum-Cassia fistula,Kerala,1.0,-2.0,-2.0,,,,,,
10.89511,76.40529,Jackfruit-Artocarpus heterophyllus,Kerala,2.0,2.0,0.0,,,,,,
10.89526,76.93163,Indian Laburnum-Cassia fistula,Kerala,0.0,2.0,0.0,,,,,,
10.89571,76.43231,Neem-Azadirachta indica,Kerala,1.0,1.0,0.0,,,,,,
10.89639,76.47199,Coconut palm-Cocos nucifera,Kerala,2.0,-2.0,1.0,,,,,,
10.89639,76.47199,Mango (all varieties)-Mangifera indica,Kerala,1.0,-0.5,0.0,,,,,,
10.89691,76.43071,Coconut palm-Cocos nucifera,Kerala,1.0,1.0,2.0,,,,,,
10.89773,76.47567,Tamarind-Tamarindus indica,Kerala,1.0,-2.0,0.0,,,,,,
10.89781,76.46877,Coconut palm-Cocos nucifera,Kerala,1.0,-2.0,0.0,,,,,,
10.89798,76.39505,Teak-Tectona grandis,Kerala,0.0,0.0,0.0,,,,,,
10.89805,76.41469,Devil's Tree-Alstonia scholaris,Kerala,2.0,1.0,-1.0,,,,,,
10.89894,76.51132,Devil's Tree-Alstonia scholaris,Kerala,1.0,-2.0,-2.0,,,,,,
10.89894,76.51132,Drumstick tree-Moringa oleifera,Kerala,2.0,-2.0,-2.0,,,,,,
10.89894,76.51132,Jackfruit-Artocarpus heterophyllus,Kerala,1.5,-2.0,-2.0,,,,,,
10.89894,76.51132,Quickstick-Gliricidia sepium,Kerala,2.0,-2.0,-2.0,,,,,,
10.89894,76.51132,Red Silk Cotton-Bombax ceiba,Kerala,2.0,-2.0,-2.0,,,,,,
10.89956,76.43214,Coconut palm-Cocos nucifera,Kerala,1.0,0.0,0.0,,,,,,
10.89956,76.43214,Gulmohur-Delonix regia,Kerala,1.0,0.0,0.0,,,,,,
10.89956,76.43214,Jackfruit-Artocarpus heterophyllus,Kerala,1.0,-2.0,0.0,,,,,,
10.89956,76.43214,Mango (all varieties)-Mangifera indica,Kerala,1.5,0.25,0.25,,,,,,
10.90555,76.29466,Amla-Phyllanthus emblica,Kerala,1.0,1.0,1.0,,,,,,
10.90555,76.29466,Chiku Sapodilla-Manilkara zapota,Kerala,1.0,1.0,1.0,,,,,,
10.90555,76.29466,Coconut palm-Cocos nucifera,Kerala,1.0,1.0,1.0,,,,,,
10.90555,76.29466,Devil's Tree-Alstonia scholaris,Kerala,1.0,0.0,0.0,,,,,,
10.90555,76.29466,Guava tree-Psidium guajava,Kerala,1.0,1.0,1.0,,,,,,
10.90555,76.29466,Mango (all varieties)-Mangifera indica,Kerala,1.0,1.0,0.0,,,,,,
10.90555,76.29466,Peepal-Ficus religiosa,Kerala,1.0,-2.0,0.0,,,,,,
10.90555,76.29466,Teak-Tectona grandis,Kerala,1.0,0.0,2.0,,,,,,
10.9058,76.30662,Jackfruit-Artocarpus heterophyllus,Kerala,1.0,0.0,0.0,,,,,,
10.90667,76.41581,Coconut palm-Cocos nucifera,Kerala,1.0,1.0,1.0,,,,,,
10.90678,76.42099,Devil's Tree-Alstonia scholaris,Kerala,2.0,0.0,0.0,,,,,,
10.90691,76.40948,Amla-Phyllanthus emblica,Kerala,0.5,0.5,0.0,,,,,,
10.90691,76.40948,Jackfruit-Artocarpus heterophyllus,Kerala,1.0,1.0,0.0,,,,,,
10.91666,75.92451,Jackfruit-Artocarpus heterophyllus,Kerala,1.4285714285714286,0.8571428571428571,0.2857142857142857,,,,,,
10.91666,75.92451,Pongam Tree-Pongamia pinnata,Kerala,0.5,0.0,0.3333333333333333,,,,,,
10.91666,75.92451,Pride of India-Lagerstroemia speciosa,Kerala,0.5714285714285714,0.2857142857142857,0.0,,,,,,
10.91666,75.92451,Purple Bauhinia-Bauhinia purpurea,Kerala,0.2,0.2,0.0,,,,,,
10.91691,75.92472,Chandada-Macaranga peltata,Kerala,0.0,0.0,0.0,,,,,,
10.91691,75.92472,Coconut palm-Cocos nucifera,Kerala,1.0,1.0,1.0,,,,,,
10.91691,75.92472,Indian Laburnum-Cassia fistula,Kerala,0.0,0.0,0.0,,,,,,
10.91691,75.92472,Jackfruit-Artocarpus heterophyllus,Kerala,1.0,0.0,0.0,,,,,,
10.91691,75.92472,Rain tree-Albizia saman,Kerala,1.0,1.0,0.0,,,,,,
10.91691,75.92472,Tamarind-Tamarindus indica,Kerala,1.0,0.0,0.0,,,,,,
10.91691,75.92472,Teak-Tectona grandis,Kerala,0.0,2.0,0.0,,,,,,
10.91728,76.50298,Coconut palm-Cocos nucifera,Kerala,1.0,1.0,0.0,,,,,,
10.9243,76.33783,Coconut palm-Cocos nucifera,Kerala,1.0,-2.0,-2.0,,,,,,
10.9243,76.33783,Teak-Tectona grandis,Kerala,1.0,-2.0,1.0,,,,,,
10.92825,76.28267,Coconut palm-Cocos nucifera,Kerala,1.0,-2.0,2.0,,,,,,
10.93031,76.45052,Tamarind-Tamarindus indica,Kerala,1.0,0.0,0.0,,,,,,
10.93193,76.34193,Mango (all varieties)-Mangifera indica,Kerala,0.0,-2.0,0.0,,,,,,
10.93467,76.32516,Coconut palm-Cocos nucifera,Kerala,1.0,-2.0,-2.0,,,,,,
10.94107,76.01041,Tamarind-Tamarindus indica,Kerala,1.0,0.0,0.0,,,,,,
10.94646,76.52322,Coconut palm-Cocos nucifera,Kerala,2.0,1.0,-2.0,,,,,,
10.94665,76.40691,Indian Laburnum-Cassia fistula,Kerala,2.0,1.0,1.0,,,,,,
10.95125,76.39298,Teak-Tectona grandis,Kerala,2.0,2.0,0.0,,,,,,
10.95926,76.35794,Mango (all varieties)-Mangifera indica,Kerala,2.0,-2.0,0.0,,,,,,
10.96156,76.38423,Mango (all varieties)-Mangifera indica,Kerala,1.0,2.0,1.0,,,,,,
10.96388,76.40296,Indian Laburnum-Cassia fistula,Kerala,2.0,2.0,1.0,,,,,,
10.96611,76.02528,Jackfruit-Artocarpus heterophyllus,Kerala,1.0,1.0,0.0,,,,,,
10.96933,76.34759,Drumstick tree-Moringa oleifera,Kerala,1.0,2.0,-2.0,,,,,,
10.97045,76.37904,Indian Almond-Terminalia catappa,Kerala,2.0,-2.0,-2.0,,,,,,
10.97686,76.40374,Neem-Azadirachta indica,Kerala,2.0,-2.0,1.0,,,,,,
10.97812,75.88149,Indian Laburnum-Cassia fistula,Kerala,0.0,0.0,0.0,,,,,,
