Week,Period_pre_2020,Lat,Long,Species_name,State_name,Leaves_fresh_pre_2020,Flowers_bud_pre_2020,Fruits_ripe_pre_2020,Period_post_2020,Leaves_fresh_post_2020,Flowers_bud_post_2020,Fruits_ripe_post_2020,Change_Leaves_fresh,Change_Flowers_bud,Change_Fruits_ripe
0,Pre-2020,7.30734,92.73899,Mango (all varieties)-Mangifera indica,Kerala,0.0,0.0,0.0,Post-2020,0.34545454545454546,0.38181818181818183,0.10909090909090909,0.34545454545454546,0.38181818181818183,0.10909090909090909
0,Pre-2020,8.10834,77.46473,Gulmohur-Delonix regia,Kerala,2.0,2.0,1.0,Post-2020,1.6304347826086956,1.391304347826087,1.0,-0.36956521739130443,-0.6086956521739131,0.0
0,Pre-2020,8.13372,76.86713,Mango (all varieties)-Mangifera indica,Kerala,1.0,1.0,0.0,Post-2020,1.7,1.3,0.8,0.7,0.30000000000000004,0.8
0,Pre-2020,8.32993,77.07629,Coconut palm-Cocos nucifera,Kerala,1.0,1.0,1.0,Post-2020,1.053763440860215,1.3763440860215055,1.043010752688172,0.053763440860215006,0.3763440860215055,0.043010752688172005
0,Pre-2020,8.33198,77.09645,Neem-Azadirachta indica,Kerala,1.0,0.0,0.0,Post-2020,0.9,0.0,0.0,-0.09999999999999998,0.0,0.0
0,Pre-2020,8.33698,77.04637,Jackfruit-Artocarpus heterophyllus,Kerala,1.0,1.0,1.0,Post-2020,1.0,0.5555555555555556,0.1111111111111111,0.0,-0.4444444444444444,-0.8888888888888888
0,Pre-2020,8.33698,77.04637,Tamarind-Tamarindus indica,Kerala,1.0,0.5,0.0,Post-2020,1.0689655172413792,0.39080459770114945,0.6436781609195402,0.06896551724137923,-0.10919540229885055,0.6436781609195402
0,Pre-2020,8.33762,77.04956,Coconut palm-Cocos nucifera,Kerala,1.0,0.8,0.8,Post-2020,0.9880478087649402,1.051792828685259,0.9282868525896414,-0.01195219123505975,0.2517928286852589,0.12828685258964134
0,Pre-2020,8.33762,77.04956,Custard apple-Annona squamosa,Kerala,1.0,0.0,0.0,Post-2020,1.0,0.3684210526315789,0.13157894736842105,0.0,0.3684210526315789,0.13157894736842105
0,Pre-2020,8.33861,77.04494,Coconut palm-Cocos nucifera,Kerala,1.0,1.0,1.0,Post-2020,0.8974358974358975,1.0,0.8717948717948718,-0.10256410256410253,0.0,-0.1282051282051282
0,Pre-2020,8.33931,77.05009,Jackfruit-Artocarpus heterophyllus,Kerala,1.0,2.0,2.0,Post-2020,1.206896551724138,1.103448275862069,0.5172413793103449,0.2068965517241379,-0.896551724137931,-1.4827586206896552
0,Pre-2020,8.33998,77.13518,Neem-Azadirachta indica,Kerala,1.0,0.0,0.0,Post-2020,1.0625,0.0125,0.025,0.0625,0.0125,0.025
0,Pre-2020,8.34066,77.03906,Drumstick tree-Moringa oleifera,Kerala,1.0,0.0,0.0,Post-2020,1.0,0.5,0.0,0.0,0.5,0.0
0,Pre-2020,8.34066,77.03906,Guava tree-Psidium guajava,Kerala,1.0,0.0,2.0,Post-2020,1.0,0.45161290322580644,0.03225806451612903,0.0,0.45161290322580644,-1.967741935483871
