Year,State_name,Phenophase,Valid Observations (Accuracy),False Positive Rate,False Negative Rate,Total Observations
2015.0,Andhra Pradesh,Leaves_fresh,0.0,1.0,0.0,2
2015.0,Delhi,Leaves_fresh,0.15625,0.53125,0.3125,32
2015.0,Haryana,Leaves_fresh,0.34782608695652173,0.08695652173913043,0.5652173913043478,23
2015.0,Himachal Pradesh,Leaves_fresh,1.0,0.0,0.0,1
2015.0,Karnataka,Leaves_fresh,0.021739130434782608,0.41304347826086957,0.5652173913043478,92
2015.0,Kerala,Leaves_fresh,0.19438116932422173,0.37652914873871596,0.4290896819370624,11853
2015.0,Lakshadweep,Leaves_fresh,0.0,1.0,0.0,3
2015.0,Puducherry,Leaves_fresh,0.36363636363636365,0.6363636363636364,0.0,11
2015.0,Punjab,Leaves_fresh,0.5,0.5,0.0,2
2015.0,Tamil Nadu,Leaves_fresh,0.0,0.7142857142857143,0.2857142857142857,7
2015.0,Uttar Pradesh,Leaves_fresh,0.0,0.0,1.0,1
2015.0,Uttarakhand,Leaves_fresh,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
2016.0,Andhra Pradesh,Leaves_fresh,0.6666666666666666,0.3333333333333333,0.0,6
2016.0,Chandigarh,Leaves_fresh,0.05,0.5,0.45,40
2016.0,Delhi,Leaves_fresh,0.23809523809523808,0.4523809523809524,0.30952380952380953,42
2016.0,Haryana,Leaves_fresh,0.21052631578947367,0.47368421052631576,0.3157894736842105,19
2016.0,Himachal Pradesh,Leaves_fresh,0.275,0.4,0.325,40
2016.0,Karnataka,Leaves_fresh,0.39037433155080214,0.43315508021390375,0.17647058823529413,187
2016.0,Kerala,Leaves_fresh,0.2222393703217841,0.5258121768654989,0.25194845281271705,12959
2016.0,Madhya Pradesh,Leaves_fresh,0.0,0.2,0.8,5
2016.0,Maharashtra,Leaves_fresh,0.25,0.0,0.75,4
2016.0,Meghalaya,Leaves_fresh,0.14285714285714285,0.5714285714285714,0.2857142857142857,7
2016.0,Puducherry,Leaves_fresh,0.0,1.0,0.0,1
2016.0,Punjab,Leaves_fresh,0.21428571428571427,0.6071428571428571,0.17857142857142858,28
2016.0,Sikkim,Leaves_fresh,0.5769230769230769,0.28846153846153844,0.1346153846153846,52
2016.0,Tamil Nadu,Leaves_fresh,0.2342857142857143,0.52,0.24571428571428572,175
2016.0,Telangana,Leaves_fresh,0.8,0.0,0.2,5
2016.0,Uttarakhand,Leaves_fresh,0.4,0.2,0.4,5
2016.0,West Bengal,Leaves_fresh,0.0,1.0,0.0,1
2017.0,Andhra Pradesh,Leaves_fresh,0.22318840579710145,0.5855072463768116,0.19130434782608696,345
2017.0,Assam,Leaves_fresh,0.1744186046511628,0.5,0.32558139534883723,86
2017.0,Bihar,Leaves_fresh,0.0,1.0,0.0,1
2017.0,Gujarat,Leaves_fresh,0.25,0.0,0.75,4
2017.0,Himachal Pradesh,Leaves_fresh,0.5555555555555556,0.05555555555555555,0.3888888888888889,18
2017.0,Karnataka,Leaves_fresh,0.375,0.4473684210526316,0.17763157894736842,152
2017.0,Kerala,Leaves_fresh,0.17302008336491095,0.5538461538461539,0.2731337627889352,13195
2017.0,Maharashtra,Leaves_fresh,0.0,0.3333333333333333,0.6666666666666666,3
2017.0,Meghalaya,Leaves_fresh,0.043478260869565216,0.38405797101449274,0.572463768115942,138
2017.0,Puducherry,Leaves_fresh,0.14285714285714285,0.2857142857142857,0.5714285714285714,7
2017.0,Punjab,Leaves_fresh,0.05263157894736842,0.15789473684210525,0.7894736842105263,19
2017.0,Sikkim,Leaves_fresh,0.5454545454545454,0.22727272727272727,0.22727272727272727,44
2017.0,Tamil Nadu,Leaves_fresh,0.09545454545454546,0.4909090909090909,0.41363636363636364,220
2017.0,Telangana,Leaves_fresh,0.6666666666666666,0.3333333333333333,0.0,3
2018.0,Andhra Pradesh,Leaves_fresh,0.23137254901960785,0.5705882352941176,0.1980392156862745,510
2018.0,Assam,Leaves_fresh,0.28205128205128205,0.38461538461538464,0.3333333333333333,39
2018.0,Chhattisgarh,Leaves_fresh,0.21739130434782608,0.6956521739130435,0.08695652173913043,23
2018.0,Dadra and Nagar Haveli,Leaves_fresh,0.0,1.0,0.0,1
2018.0,Delhi,Leaves_fresh,0.0,1.0,0.0,4
2018.0,Goa,Leaves_fresh,0.20233463035019456,0.35797665369649806,0.4396887159533074,257
2018.0,Gujarat,Leaves_fresh,0.45454545454545453,0.45454545454545453,0.09090909090909091,22
2018.0,Haryana,Leaves_fresh,0.3333333333333333,0.2222222222222222,0.4444444444444444,9
2018.0,Himachal Pradesh,Leaves_fresh,0.0,0.3333333333333333,0.6666666666666666,15
2018.0,Jammu and Kashmir,Leaves_fresh,0.0,1.0,0.0,1
2018.0,Jharkhand,Leaves_fresh,0.2,0.6,0.2,5
2018.0,Karnataka,Leaves_fresh,0.37104072398190047,0.3996983408748115,0.22926093514328807,663
2018.0,Kerala,Leaves_fresh,0.1540739294546401,0.5833007939606925,0.26262527658466744,30732
2018.0,Lakshadweep,Leaves_fresh,1.0,0.0,0.0,1
2018.0,Madhya Pradesh,Leaves_fresh,0.5176470588235295,0.4117647058823529,0.07058823529411765,170
2018.0,Maharashtra,Leaves_fresh,0.4870775347912525,0.43538767395626243,0.0775347912524851,503
2018.0,Manipur,Leaves_fresh,0.5,0.4,0.1,10
2018.0,Meghalaya,Leaves_fresh,0.17006802721088435,0.35374149659863946,0.47619047619047616,147
2018.0,Odisha,Leaves_fresh,0.034482758620689655,0.3103448275862069,0.6551724137931034,29
2018.0,Puducherry,Leaves_fresh,0.0,0.3333333333333333,0.6666666666666666,9
2018.0,Punjab,Leaves_fresh,0.0,1.0,0.0,1
2018.0,Rajasthan,Leaves_fresh,0.8142857142857143,0.17142857142857143,0.014285714285714285,70
2018.0,Sikkim,Leaves_fresh,1.0,0.0,0.0,3
2018.0,Tamil Nadu,Leaves_fresh,0.18984547461368653,0.45474613686534215,0.3554083885209713,453
2018.0,Telangana,Leaves_fresh,0.625,0.275,0.1,40
2018.0,Tripura,Leaves_fresh,1.0,0.0,0.0,2
2018.0,Uttar Pradesh,Leaves_fresh,0.07692307692307693,0.0,0.9230769230769231,13
2018.0,Uttarakhand,Leaves_fresh,0.22133333333333333,0.49066666666666664,0.288,375
2018.0,West Bengal,Leaves_fresh,0.4129692832764505,0.4300341296928328,0.15699658703071673,293
2019.0,Andhra Pradesh,Leaves_fresh,0.10112359550561797,0.6853932584269663,0.21348314606741572,89
2019.0,Assam,Leaves_fresh,0.0,0.4375,0.5625,16
2019.0,Bihar,Leaves_fresh,0.0,1.0,0.0,1
2019.0,Chhattisgarh,Leaves_fresh,0.0,0.8,0.2,5
2019.0,Delhi,Leaves_fresh,0.0,0.5,0.5,6
2019.0,Goa,Leaves_fresh,0.08660508083140878,0.4214780600461894,0.49191685912240185,866
2019.0,Haryana,Leaves_fresh,1.0,0.0,0.0,1
2019.0,Himachal Pradesh,Leaves_fresh,0.2857142857142857,0.21428571428571427,0.5,14
2019.0,Jharkhand,Leaves_fresh,0.0,0.3,0.7,10
2019.0,Karnataka,Leaves_fresh,0.3487654320987654,0.3395061728395062,0.3117283950617284,324
2019.0,Kerala,Leaves_fresh,0.19824187953327027,0.5792730999684642,0.22248502049826552,25368
2019.0,Madhya Pradesh,Leaves_fresh,0.34022988505747126,0.5195402298850574,0.14022988505747128,435
2019.0,Maharashtra,Leaves_fresh,0.23308270676691728,0.45864661654135336,0.3082706766917293,133
2019.0,Meghalaya,Leaves_fresh,0.0,0.2,0.8,10
2019.0,Odisha,Leaves_fresh,0.2222222222222222,0.1111111111111111,0.6666666666666666,36
2019.0,Puducherry,Leaves_fresh,0.0,0.38461538461538464,0.6153846153846154,13
2019.0,Punjab,Leaves_fresh,1.0,0.0,0.0,2
2019.0,Rajasthan,Leaves_fresh,0.6363636363636364,0.2727272727272727,0.09090909090909091,11
2019.0,Sikkim,Leaves_fresh,0.6666666666666666,0.16666666666666666,0.16666666666666666,6
