Species_name,State_name,Leaves_fresh,Flowers_bud,Fruits_ripe
Amla-Phyllanthus emblica,Andaman and Nicobar Islands,2.0,0.0,0.0
Amla-Phyllanthus emblica,Andhra Pradesh,1.15625,1.09375,0.4375
Amla-Phyllanthus emblica,Assam,1.0,1.0,1.5
Amla-Phyllanthus emblica,Chandigarh,1.3111111111111111,0.6222222222222222,0.7777777777777778
Amla-Phyllanthus emblica,Goa,1.31,0.38,0.67
Amla-Phyllanthus emblica,Karnataka,1.225,0.175,0.4375
Amla-Phyllanthus emblica,Kerala,1.1636616615455968,0.4318511218041626,0.3626297176647922
Amla-Phyllanthus emblica,Madhya Pradesh,0.9653725078698846,0.27177334732423925,0.06610703043022036
Amla-Phyllanthus emblica,Maharashtra,1.0,0.10526315789473684,0.10526315789473684
Amla-Phyllanthus emblica,Manipur,1.0,1.0,1.5
Amla-Phyllanthus emblica,Meghalaya,1.7010309278350515,0.28865979381443296,0.3711340206185567
Amla-Phyllanthus emblica,Nagaland,1.3333333333333333,0.6666666666666666,1.0
Amla-Phyllanthus emblica,Odisha,1.1666666666666667,0.16666666666666666,0.16666666666666666
Amla-Phyllanthus emblica,Puducherry,1.3333333333333333,0.4444444444444444,0.5555555555555556
Amla-Phyllanthus emblica,Punjab,0.5,0.0,1.0
Amla-Phyllanthus emblica,Rajasthan,1.3333333333333333,0.6666666666666666,0.1111111111111111
Amla-Phyllanthus emblica,Sikkim,0.9354838709677419,0.0,0.0
Amla-Phyllanthus emblica,Tamil Nadu,1.4944444444444445,0.7,0.6666666666666666
Amla-Phyllanthus emblica,Telangana,1.0,0.0,0.0
Amla-Phyllanthus emblica,Tripura,0.0,0.0,0.0
Amla-Phyllanthus emblica,Uttar Pradesh,2.0,1.6,1.0
Amla-Phyllanthus emblica,Uttarakhand,1.3962264150943395,0.018867924528301886,0.03773584905660377
Amla-Phyllanthus emblica,West Bengal,1.2,0.4,0.2
Banyan-Ficus benghalensis,Andhra Pradesh,0.7142857142857143,0.0,0.42857142857142855
Banyan-Ficus benghalensis,Assam,0.7012987012987013,0.2597402597402597,0.14285714285714285
Banyan-Ficus benghalensis,Bihar,1.0,0.0,0.0
Banyan-Ficus benghalensis,Chhattisgarh,2.0,0.0,0.0
Banyan-Ficus benghalensis,Delhi,0.6875,0.375,1.0833333333333333
Banyan-Ficus benghalensis,Goa,1.3181818181818181,0.09090909090909091,0.5454545454545454
Banyan-Ficus benghalensis,Haryana,0.6666666666666666,0.75,0.7083333333333334
Banyan-Ficus benghalensis,Himachal Pradesh,2.0,0.0,0.0
Banyan-Ficus benghalensis,Karnataka,1.320754716981132,0.5660377358490566,1.2075471698113207
Banyan-Ficus benghalensis,Kerala,1.1995094031071136,0.3041700735895339,0.5298446443172526
Banyan-Ficus benghalensis,Madhya Pradesh,0.6666666666666666,0.0,0.3333333333333333
Banyan-Ficus benghalensis,Maharashtra,0.6216216216216216,0.05405405405405406,1.1891891891891893
Banyan-Ficus benghalensis,Odisha,1.3846153846153846,0.0,0.38461538461538464
Banyan-Ficus benghalensis,Puducherry,0.5606060606060606,0.21212121212121213,0.3939393939393939
Banyan-Ficus benghalensis,Rajasthan,1.0,0.0,0.75
Banyan-Ficus benghalensis,Tamil Nadu,1.1933333333333334,0.16,0.41333333333333333
Banyan-Ficus benghalensis,Uttarakhand,1.0,1.0,0.0
Banyan-Ficus benghalensis,West Bengal,0.0,0.0,2.0
Chandada-Macaranga peltata,Gujarat,2.0,0.0,0.0
Chandada-Macaranga peltata,Karnataka,1.1428571428571428,0.42857142857142855,0.0
Chandada-Macaranga peltata,Kerala,1.0865152860586071,0.379424077127997,0.22212355702143854
Chandada-Macaranga peltata,Maharashtra,0.16666666666666666,0.5,0.3333333333333333
Chandada-Macaranga peltata,Meghalaya,2.0,0.0,0.0
Chandada-Macaranga peltata,Tamil Nadu,1.0,0.0,0.0
Chiku Sapodilla-Manilkara zapota,Andaman and Nicobar Islands,1.1764705882352942,0.5882352941176471,0.4117647058823529
Chiku Sapodilla-Manilkara zapota,Andhra Pradesh,2.0,1.125,2.0
Chiku Sapodilla-Manilkara zapota,Assam,1.0,0.0,1.0
Chiku Sapodilla-Manilkara zapota,Chhattisgarh,1.0,1.0,0.0
Chiku Sapodilla-Manilkara zapota,Delhi,1.0,0.0,0.0
Chiku Sapodilla-Manilkara zapota,Goa,1.5,1.0,0.9695121951219512
Chiku Sapodilla-Manilkara zapota,Jharkhand,2.0,0.0,0.5
Chiku Sapodilla-Manilkara zapota,Karnataka,0.424,0.488,0.432
Chiku Sapodilla-Manilkara zapota,Kerala,1.2148394241417497,0.7782392026578073,0.6506090808416389
Chiku Sapodilla-Manilkara zapota,Madhya Pradesh,1.0666666666666667,1.0666666666666667,0.4666666666666667
Chiku Sapodilla-Manilkara zapota,Maharashtra,1.435897435897436,0.7948717948717948,0.7692307692307693
Chiku Sapodilla-Manilkara zapota,Meghalaya,2.0,0.0,0.0
Chiku Sapodilla-Manilkara zapota,Puducherry,1.0,1.4444444444444444,0.2777777777777778
Chiku Sapodilla-Manilkara zapota,Punjab,0.0,0.0,0.0
Chiku Sapodilla-Manilkara zapota,Tamil Nadu,1.323076923076923,0.9846153846153847,0.6615384615384615
Chiku Sapodilla-Manilkara zapota,Telangana,0.42857142857142855,0.2857142857142857,0.14285714285714285
